"source_slug","target_type","target_slug","url","anchor_text"
"summer-perfume-strong","article","season-scene-map","https://sillage.asutelu.com/columns/season-scene-map","季節×シーンで選ぶメンズ香水マップ"
"summer-perfume-strong","article","office-perfume-amount","https://sillage.asutelu.com/columns/office-perfume-amount","職場で香水が迷惑にならない量とつけ方"
"summer-perfume-strong","article","how-to-wear","https://sillage.asutelu.com/columns/how-to-wear","香水の正しいつけ方｜量・場所・タイミングの基本"
"summer-perfume-strong","page","","https://sillage.asutelu.com/about.html#update-policy","編集方針・更新ポリシー"
"tomford-vs-creed","home","","https://sillage.asutelu.com/","Sillage"
"tomford-vs-creed","category","","https://sillage.asutelu.com/guides.html","香水コラム"
"tomford-vs-creed","category","","https://sillage.asutelu.com/guides.html#category-comparison","ブランド・商品比較の記事一覧"
"tomford-vs-creed","filter","","https://sillage.asutelu.com/#fragrance-wheel","香調ホイールから香水を絞り込む"
"tomford-vs-creed","filter","","https://sillage.asutelu.com/#find-fragrances","シーン・季節の条件から香水を絞り込む"
"tomford-vs-creed","brand","tom-ford","https://sillage.asutelu.com/brand-tom-ford.html","Tom Ford"
"tomford-vs-creed","brand","creed","https://sillage.asutelu.com/brand-creed.html","Creed"
"tomford-vs-creed","brand","dior","https://sillage.asutelu.com/brand-dior.html","Dior"
"tomford-vs-creed","product","tom-ford-1","https://sillage.asutelu.com/items/tom-ford-1","トバコ バニラの香りを見る →"
"tomford-vs-creed","product","creed-1","https://sillage.asutelu.com/items/creed-1","アバントゥスの香りを見る →"
"tomford-vs-creed","product","tom-ford-2","https://sillage.asutelu.com/items/tom-ford-2","オード ウッドの香りを見る →"
"tomford-vs-creed","product","dior-6","https://sillage.asutelu.com/items/dior-6","ファーレンハイトの香りを見る →"
"tomford-vs-creed","article","chanel-vs-dior","https://sillage.asutelu.com/columns/chanel-vs-dior","シャネルとディオール、パリ二大メゾンの違い"
"tomford-vs-creed","article","lelabo-vs-jomalone","https://sillage.asutelu.com/columns/lelabo-vs-jomalone","ル ラボとジョー マローン、現代ニッチの2大スター"
"tomford-vs-creed","article","aesop-vs-diptyque","https://sillage.asutelu.com/columns/aesop-vs-diptyque","アエソップとディプティック、ナチュラル系ニッチの本流"
"tomford-vs-creed","article","margiela-vs-byredo","https://sillage.asutelu.com/columns/margiela-vs-byredo","マルジェラとバイレード、モダンニッチの新世代"
"tomford-vs-creed","page","","https://sillage.asutelu.com/about.html#update-policy","編集方針・更新ポリシー"
"too-much-perfume","home","","https://sillage.asutelu.com/","Sillage"
"too-much-perfume","category","","https://sillage.asutelu.com/guides.html","香水コラム"
"too-much-perfume","category","","https://sillage.asutelu.com/guides.html#category-trouble","失敗・トラブルの記事一覧"
"too-much-perfume","filter","","https://sillage.asutelu.com/#fragrance-wheel","香調ホイールから香水を絞り込む"
"too-much-perfume","filter","","https://sillage.asutelu.com/#find-fragrances","シーン・季節の条件から香水を絞り込む"
"too-much-perfume","brand","shiro","https://sillage.asutelu.com/brand-shiro.html","SHIRO"
"too-much-perfume","brand","bvlgari","https://sillage.asutelu.com/brand-bvlgari.html","Bvlgari"
"too-much-perfume","brand","jo-malone","https://sillage.asutelu.com/brand-jo-malone.html","Jo Malone"
"too-much-perfume","product","shiro-1","https://sillage.asutelu.com/items/shiro-1","サボン オードパルファンの香りを見る →"
"too-much-perfume","product","bvlgari-2","https://sillage.asutelu.com/items/bvlgari-2","ブルガリ プールオムの香りを見る →"
"too-much-perfume","product","jo-malone-1","https://sillage.asutelu.com/items/jo-malone-1","ライムバジル &amp;amp; マンダリンの香りを見る →"
"too-much-perfume","article","how-many-sprays","https://sillage.asutelu.com/columns/how-many-sprays","香水は何プッシュが正解？濃度・場所・場面別の目安"
"too-much-perfume","article","where-to-apply-perfume","https://sillage.asutelu.com/columns/where-to-apply-perfume","香水はどこにつける？手首・首・腰・服の違い"
"too-much-perfume","article","why-cant-smell-own-perfume","https://sillage.asutelu.com/columns/why-cant-smell-own-perfume","香水の匂いが自分で分からない理由｜つけ足す前に知る嗅覚順応"
"too-much-perfume","article","perfume-on-clothes","https://sillage.asutelu.com/columns/perfume-on-clothes","香水を服につけてもいい？シミ・変色・香り方の注意点"
"too-much-perfume","page","","https://sillage.asutelu.com/about.html#update-policy","編集方針・更新ポリシー"
"where-to-apply-perfume","home","","https://sillage.asutelu.com/","Sillage"
"where-to-apply-perfume","category","","https://sillage.asutelu.com/guides.html","香水コラム"
"where-to-apply-perfume","category","","https://sillage.asutelu.com/guides.html#category-how-to","つけ方・使い方の記事一覧"
"where-to-apply-perfume","filter","","https://sillage.asutelu.com/#fragrance-wheel","香調ホイールから香水を絞り込む"
"where-to-apply-perfume","filter","","https://sillage.asutelu.com/#find-fragrances","シーン・季節の条件から香水を絞り込む"
"where-to-apply-perfume","brand","shiro","https://sillage.asutelu.com/brand-shiro.html","SHIRO"
"where-to-apply-perfume","brand","jo-malone","https://sillage.asutelu.com/brand-jo-malone.html","Jo Malone"
"where-to-apply-perfume","brand","aesop","https://sillage.asutelu.com/brand-aesop.html","Aesop"
"where-to-apply-perfume","product","shiro-1","https://sillage.asutelu.com/items/shiro-1","サボン オードパルファンの香りを見る →"
"where-to-apply-perfume","product","jo-malone-1","https://sillage.asutelu.com/items/jo-malone-1","ライムバジル &amp;amp; マンダリンの香りを見る →"
"where-to-apply-perfume","product","aesop-1","https://sillage.asutelu.com/items/aesop-1","タシットの香りを見る →"
"where-to-apply-perfume","article","how-to-wear","https://sillage.asutelu.com/columns/how-to-wear","香水の正しいつけ方｜量・場所・タイミングの基本"
"where-to-apply-perfume","article","how-many-sprays","https://sillage.asutelu.com/columns/how-many-sprays","香水は何プッシュが正解？濃度・場所・場面別の目安"
"where-to-apply-perfume","article","perfume-on-clothes","https://sillage.asutelu.com/columns/perfume-on-clothes","香水を服につけてもいい？シミ・変色・香り方の注意点"
"where-to-apply-perfume","article","too-much-perfume","https://sillage.asutelu.com/columns/too-much-perfume","香水をつけすぎた時の落とし方｜外出前・外出先の対処法"
"where-to-apply-perfume","page","","https://sillage.asutelu.com/about.html#update-policy","編集方針・更新ポリシー"
"why-cant-smell-own-perfume","home","","https://sillage.asutelu.com/","Sillage"
"why-cant-smell-own-perfume","category","","https://sillage.asutelu.com/guides.html","香水コラム"
"why-cant-smell-own-perfume","category","","https://sillage.asutelu.com/guides.html#category-trouble","失敗・トラブルの記事一覧"
"why-cant-smell-own-perfume","filter","","https://sillage.asutelu.com/#fragrance-wheel","香調ホイールから香水を絞り込む"
"why-cant-smell-own-perfume","filter","","https://sillage.asutelu.com/#find-fragrances","シーン・季節の条件から香水を絞り込む"
"why-cant-smell-own-perfume","brand","le-labo","https://sillage.asutelu.com/brand-le-labo.html","Le Labo"
"why-cant-smell-own-perfume","brand","maison-margiela","https://sillage.asutelu.com/brand-maison-margiela.html","Maison Margiela"
"why-cant-smell-own-perfume","brand","shiro","https://sillage.asutelu.com/brand-shiro.html","SHIRO"
"why-cant-smell-own-perfume","product","le-labo-2","https://sillage.asutelu.com/items/le-labo-2","アナザー 13の香りを見る →"
"why-cant-smell-own-perfume","product","maison-margiela-2","https://sillage.asutelu.com/items/maison-margiela-2","レイジー サンデー モーニングの香りを見る →"
"why-cant-smell-own-perfume","product","shiro-1","https://sillage.asutelu.com/items/shiro-1","サボン オードパルファンの香りを見る →"
"why-cant-smell-own-perfume","article","how-many-sprays","https://sillage.asutelu.com/columns/how-many-sprays","香水は何プッシュが正解？濃度・場所・場面別の目安"
"why-cant-smell-own-perfume","article","too-much-perfume","https://sillage.asutelu.com/columns/too-much-perfume","香水をつけすぎた時の落とし方｜外出前・外出先の対処法"
"why-cant-smell-own-perfume","article","make-perfume-last-longer","https://sillage.asutelu.com/columns/make-perfume-last-longer","香水がすぐ消えるのはなぜ？長持ちさせる7つの方法"
"why-cant-smell-own-perfume","article","how-to-wear","https://sillage.asutelu.com/columns/how-to-wear","香水の正しいつけ方｜量・場所・タイミングの基本"
"why-cant-smell-own-perfume","page","","https://sillage.asutelu.com/about.html#update-policy","編集方針・更新ポリシー"
"why-margiela-replica","home","","https://sillage.asutelu.com/","Sillage"
"why-margiela-replica","category","","https://sillage.asutelu.com/guides.html","香水コラム"
"why-margiela-replica","category","","https://sillage.asutelu.com/guides.html#category-comparison","ブランド・商品比較の記事一覧"
"why-margiela-replica","filter","","https://sillage.asutelu.com/#fragrance-wheel","香調ホイールから香水を絞り込む"
"why-margiela-replica","filter","","https://sillage.asutelu.com/#find-fragrances","シーン・季節の条件から香水を絞り込む"
"why-margiela-replica","brand","maison-margiela","https://sillage.asutelu.com/brand-maison-margiela.html","Maison Margiela"
"why-margiela-replica","brand","byredo","https://sillage.asutelu.com/brand-byredo.html","Byredo"
"why-margiela-replica","brand","le-labo","https://sillage.asutelu.com/brand-le-labo.html","Le Labo"
"why-margiela-replica","brand","diptyque","https://sillage.asutelu.com/brand-diptyque.html","Diptyque"
"why-margiela-replica","product","maison-margiela-1","https://sillage.asutelu.com/items/maison-margiela-1","レプリカ ジャズクラブの香りを見る →"
"why-margiela-replica","product","maison-margiela-2","https://sillage.asutelu.com/items/maison-margiela-2","レイジー サンデー モーニングの香りを見る →"
"why-margiela-replica","product","byredo-1","https://sillage.asutelu.com/items/byredo-1","ジプシー ウォーターの香りを見る →"
"why-margiela-replica","product","le-labo-2","https://sillage.asutelu.com/items/le-labo-2","アナザー 13の香りを見る →"
"why-margiela-replica","article","chanel-vs-dior","https://sillage.asutelu.com/columns/chanel-vs-dior","シャネルとディオール、パリ二大メゾンの違い"
"why-margiela-replica","article","lelabo-vs-jomalone","https://sillage.asutelu.com/columns/lelabo-vs-jomalone","ル ラボとジョー マローン、現代ニッチの2大スター"
"why-margiela-replica","article","tomford-vs-creed","https://sillage.asutelu.com/columns/tomford-vs-creed","トム フォードとクリード、高級メンズの頂点を比較"
"why-margiela-replica","article","aesop-vs-diptyque","https://sillage.asutelu.com/columns/aesop-vs-diptyque","アエソップとディプティック、ナチュラル系ニッチの本流"
"why-margiela-replica","page","","https://sillage.asutelu.com/about.html#update-policy","編集方針・更新ポリシー"
